Number,model_a,model_b,result
24913,claude-v1,vicuna-7b,w
24915,koala-13b,claude-instant-v1,w
24917,vicuna-13b,vicuna-7b,l
24918,claude-instant-v1,vicuna-13b,w
24919,claude-instant-v1,gpt-4,l
24920,chatglm-6b,koala-13b,w
24921,vicuna-7b,koala-13b,l
24922,palm-2,gpt-3.5-turbo,l
24923,fastchat-t5-3b,palm-2,l
24924,RWKV-4-Raven-14B,stablelm-tuned-alpha-7b,w
24925,koala-13b,vicuna-13b,w
24927,vicuna-7b,koala-13b,w
24928,gpt-4,RWKV-4-Raven-14B,w
24929,vicuna-7b,gpt-4,l
24930,alpaca-13b,claude-instant-v1,w
24931,koala-13b,vicuna-13b,l
24933,vicuna-7b,claude-instant-v1,l
24934,vicuna-7b,gpt-4,l
24937,RWKV-4-Raven-14B,claude-v1,l
24938,gpt-4,gpt-3.5-turbo,w
24939,RWKV-4-Raven-14B,fastchat-t5-3b,w
24942,claude-instant-v1,palm-2,w
24943,RWKV-4-Raven-14B,koala-13b,w
24944,claude-instant-v1,vicuna-13b,w
24946,oasst-pythia-12b,claude-v1,l
24951,claude-instant-v1,fastchat-t5-3b,l
24952,fastchat-t5-3b,gpt-4,l
24953,koala-13b,claude-v1,l
24954,alpaca-13b,gpt-4,l
24956,koala-13b,RWKV-4-Raven-14B,w
24957,palm-2,claude-instant-v1,l
24958,oasst-pythia-12b,dolly-v2-12b,w
24959,alpaca-13b,palm-2,w
24960,vicuna-13b,RWKV-4-Raven-14B,l
24961,fastchat-t5-3b,claude-instant-v1,l
24962,RWKV-4-Raven-14B,claude-v1,l
24963,palm-2,claude-instant-v1,l
24969,claude-instant-v1,dolly-v2-12b,w
24970,chatglm-6b,RWKV-4-Raven-14B,l
24972,alpaca-13b,palm-2,l
24974,fastchat-t5-3b,vicuna-7b,w
24976,vicuna-7b,vicuna-13b,w
24977,vicuna-13b,claude-v1,l
24980,fastchat-t5-3b,vicuna-13b,w
24981,koala-13b,claude-instant-v1,l
24983,koala-13b,gpt-3.5-turbo,l
24984,RWKV-4-Raven-14B,gpt-3.5-turbo,w
24985,gpt-4,claude-v1,l
24986,stablelm-tuned-alpha-7b,claude-instant-v1,l
24988,fastchat-t5-3b,vicuna-7b,w
24989,fastchat-t5-3b,vicuna-13b,l
24990,oasst-pythia-12b,vicuna-13b,l
24991,mpt-7b-chat,RWKV-4-Raven-14B,w
24994,claude-instant-v1,vicuna-7b,w
24995,claude-v1,fastchat-t5-3b,l
24996,vicuna-7b,claude-instant-v1,l
24997,koala-13b,vicuna-7b,l
24998,gpt-4,vicuna-7b,w
24999,gpt-4,oasst-pythia-12b,w
25001,alpaca-13b,palm-2,l
25003,vicuna-7b,vicuna-13b,l
25004,llama-13b,claude-v1,l
25005,palm-2,RWKV-4-Raven-14B,l
25006,claude-v1,alpaca-13b,w
25008,vicuna-13b,gpt-4,l
25009,vicuna-13b,claude-v1,l
25011,vicuna-7b,vicuna-13b,w
25012,vicuna-7b,oasst-pythia-12b,w
25013,mpt-7b-chat,oasst-pythia-12b,w
25014,gpt-4,stablelm-tuned-alpha-7b,l
25017,claude-instant-v1,gpt-3.5-turbo,w
25019,fastchat-t5-3b,koala-13b,l
25021,palm-2,chatglm-6b,w
25023,claude-instant-v1,stablelm-tuned-alpha-7b,w
25024,vicuna-13b,dolly-v2-12b,l
25026,palm-2,gpt-3.5-turbo,l
25027,oasst-pythia-12b,koala-13b,l
25028,RWKV-4-Raven-14B,chatglm-6b,l
25029,alpaca-13b,vicuna-7b,l
25030,RWKV-4-Raven-14B,claude-instant-v1,l
25031,alpaca-13b,RWKV-4-Raven-14B,w
25032,vicuna-13b,gpt-3.5-turbo,w
25033,gpt-3.5-turbo,chatglm-6b,l
25034,RWKV-4-Raven-14B,vicuna-13b,l
25037,vicuna-7b,claude-instant-v1,l
25038,alpaca-13b,gpt-3.5-turbo,w
25039,claude-instant-v1,fastchat-t5-3b,w
25040,mpt-7b-chat,koala-13b,w
25042,mpt-7b-chat,oasst-pythia-12b,l
25043,gpt-3.5-turbo,gpt-4,l
25044,gpt-3.5-turbo,koala-13b,w
25045,dolly-v2-12b,claude-instant-v1,l
25046,gpt-4,claude-instant-v1,w
25048,vicuna-7b,claude-instant-v1,w
25049,claude-instant-v1,vicuna-7b,w
25051,dolly-v2-12b,claude-instant-v1,l
25052,vicuna-13b,palm-2,w
25054,gpt-4,claude-v1,w
25055,gpt-4,mpt-7b-chat,l
25060,oasst-pythia-12b,alpaca-13b,l
25061,alpaca-13b,vicuna-7b,w
25062,vicuna-7b,palm-2,l
25064,palm-2,vicuna-13b,w
25065,fastchat-t5-3b,RWKV-4-Raven-14B,w
25066,alpaca-13b,RWKV-4-Raven-14B,w
25067,claude-v1,koala-13b,w
25068,palm-2,alpaca-13b,w
25069,chatglm-6b,fastchat-t5-3b,l
25070,claude-v1,oasst-pythia-12b,l
25071,vicuna-13b,claude-instant-v1,l
25072,vicuna-7b,gpt-3.5-turbo,w
25073,oasst-pythia-12b,gpt-3.5-turbo,l
25076,vicuna-7b,claude-v1,l
25077,dolly-v2-12b,RWKV-4-Raven-14B,l
25079,alpaca-13b,RWKV-4-Raven-14B,l
25081,gpt-3.5-turbo,alpaca-13b,w
25083,koala-13b,mpt-7b-chat,w
25085,mpt-7b-chat,claude-instant-v1,l
25086,vicuna-7b,oasst-pythia-12b,w
25087,gpt-4,fastchat-t5-3b,w
25088,stablelm-tuned-alpha-7b,palm-2,l
25089,vicuna-7b,oasst-pythia-12b,w
25090,fastchat-t5-3b,RWKV-4-Raven-14B,l
25091,vicuna-13b,RWKV-4-Raven-14B,l
25092,gpt-3.5-turbo,vicuna-13b,l
25093,chatglm-6b,stablelm-tuned-alpha-7b,w
25095,oasst-pythia-12b,chatglm-6b,l
25097,palm-2,claude-instant-v1,l
25098,gpt-3.5-turbo,gpt-4,l
25100,RWKV-4-Raven-14B,chatglm-6b,w
25101,gpt-3.5-turbo,fastchat-t5-3b,w
25102,vicuna-7b,gpt-3.5-turbo,l
25105,vicuna-13b,oasst-pythia-12b,w
25108,vicuna-7b,fastchat-t5-3b,w
25109,vicuna-7b,alpaca-13b,l
25112,gpt-4,claude-v1,w
25113,vicuna-7b,palm-2,l
25114,vicuna-7b,gpt-3.5-turbo,l
25116,gpt-3.5-turbo,koala-13b,w
25117,gpt-4,gpt-3.5-turbo,w
25118,llama-13b,gpt-3.5-turbo,l
25119,vicuna-13b,palm-2,w
25120,oasst-pythia-12b,vicuna-7b,l
25121,koala-13b,claude-instant-v1,l
25122,koala-13b,palm-2,l
25123,gpt-3.5-turbo,palm-2,w
25125,vicuna-13b,oasst-pythia-12b,w
25126,gpt-4,RWKV-4-Raven-14B,w
25127,palm-2,claude-instant-v1,l
25129,claude-v1,fastchat-t5-3b,w
25130,gpt-4,chatglm-6b,w
25131,vicuna-7b,RWKV-4-Raven-14B,w
25132,chatglm-6b,claude-v1,l
25133,claude-instant-v1,gpt-4,w
25134,vicuna-13b,stablelm-tuned-alpha-7b,w
25135,vicuna-7b,koala-13b,l
25136,oasst-pythia-12b,claude-instant-v1,l
25137,dolly-v2-12b,claude-v1,l
25140,vicuna-13b,claude-instant-v1,l
25141,claude-instant-v1,vicuna-13b,w
25142,vicuna-7b,fastchat-t5-3b,w
25144,claude-v1,RWKV-4-Raven-14B,l
25145,llama-13b,gpt-4,l
25146,chatglm-6b,vicuna-13b,l
25148,claude-v1,fastchat-t5-3b,w
25151,claude-instant-v1,gpt-4,l
25153,claude-instant-v1,vicuna-7b,w
25154,claude-v1,mpt-7b-chat,w
25155,mpt-7b-chat,stablelm-tuned-alpha-7b,w
25156,claude-instant-v1,koala-13b,w
25157,vicuna-13b,gpt-4,l
25158,RWKV-4-Raven-14B,vicuna-13b,l
25159,alpaca-13b,koala-13b,l
25161,gpt-4,mpt-7b-chat,w
25164,llama-13b,gpt-4,l
25165,vicuna-7b,koala-13b,w
25168,chatglm-6b,vicuna-7b,l
25169,claude-v1,RWKV-4-Raven-14B,w
25170,vicuna-7b,fastchat-t5-3b,w
25171,vicuna-13b,gpt-4,l
25172,vicuna-13b,oasst-pythia-12b,w
25174,koala-13b,vicuna-13b,w
25177,claude-v1,mpt-7b-chat,w
25181,mpt-7b-chat,palm-2,l
25185,vicuna-13b,vicuna-7b,w
25186,gpt-3.5-turbo,claude-instant-v1,w
25187,vicuna-7b,RWKV-4-Raven-14B,l
25188,vicuna-7b,stablelm-tuned-alpha-7b,w
25189,vicuna-13b,claude-instant-v1,l
25190,palm-2,gpt-3.5-turbo,l
25191,koala-13b,RWKV-4-Raven-14B,l
25192,oasst-pythia-12b,gpt-3.5-turbo,l
25193,alpaca-13b,stablelm-tuned-alpha-7b,w
25195,koala-13b,mpt-7b-chat,w
25196,RWKV-4-Raven-14B,oasst-pythia-12b,l
25198,claude-instant-v1,alpaca-13b,w
25199,vicuna-13b,claude-v1,l
25202,koala-13b,vicuna-7b,l
25203,vicuna-7b,claude-v1,w
25204,gpt-3.5-turbo,vicuna-13b,l
25205,claude-instant-v1,chatglm-6b,w
25206,koala-13b,vicuna-7b,w
25207,claude-instant-v1,fastchat-t5-3b,w
25208,claude-instant-v1,palm-2,l
25209,claude-v1,vicuna-7b,w
25210,koala-13b,claude-v1,w
25211,alpaca-13b,claude-instant-v1,l
25212,chatglm-6b,claude-instant-v1,l
25213,vicuna-13b,vicuna-7b,w
25214,RWKV-4-Raven-14B,stablelm-tuned-alpha-7b,w
25215,chatglm-6b,claude-instant-v1,l
25216,claude-instant-v1,mpt-7b-chat,l
25217,palm-2,claude-instant-v1,l
25218,claude-v1,chatglm-6b,w
25219,fastchat-t5-3b,palm-2,l
25220,dolly-v2-12b,claude-instant-v1,l
25221,mpt-7b-chat,llama-13b,w
25222,claude-instant-v1,oasst-pythia-12b,w
25223,alpaca-13b,claude-v1,l
25225,claude-instant-v1,gpt-3.5-turbo,l
25228,alpaca-13b,fastchat-t5-3b,l
25229,gpt-3.5-turbo,stablelm-tuned-alpha-7b,l
25231,vicuna-13b,vicuna-7b,l
25233,mpt-7b-chat,palm-2,l
25234,vicuna-7b,claude-instant-v1,l
25236,claude-instant-v1,mpt-7b-chat,w
25237,vicuna-13b,claude-instant-v1,l
25238,claude-instant-v1,palm-2,l
25239,claude-instant-v1,gpt-3.5-turbo,l
25240,vicuna-7b,claude-instant-v1,l
25241,palm-2,vicuna-7b,l
25242,stablelm-tuned-alpha-7b,mpt-7b-chat,l
25243,claude-instant-v1,koala-13b,l
25244,RWKV-4-Raven-14B,vicuna-7b,w
25245,dolly-v2-12b,claude-v1,l
25246,vicuna-7b,claude-v1,w
25247,vicuna-7b,koala-13b,l
25250,claude-instant-v1,koala-13b,w
25252,fastchat-t5-3b,gpt-3.5-turbo,l
25253,claude-instant-v1,alpaca-13b,w
25254,vicuna-7b,claude-instant-v1,l
25256,vicuna-7b,alpaca-13b,w
25257,alpaca-13b,claude-instant-v1,l
25258,claude-v1,vicuna-7b,w
25259,alpaca-13b,claude-instant-v1,l
25260,chatglm-6b,palm-2,l
25262,chatglm-6b,vicuna-13b,l
25264,gpt-3.5-turbo,claude-v1,l
25265,alpaca-13b,RWKV-4-Raven-14B,l
25266,claude-instant-v1,oasst-pythia-12b,w
25268,palm-2,koala-13b,l
25271,fastchat-t5-3b,oasst-pythia-12b,w
25274,vicuna-7b,oasst-pythia-12b,l
25275,alpaca-13b,vicuna-7b,l
25276,claude-instant-v1,claude-v1,l
25277,claude-v1,gpt-3.5-turbo,l
25279,RWKV-4-Raven-14B,claude-instant-v1,l
25280,RWKV-4-Raven-14B,claude-v1,w
25282,vicuna-7b,stablelm-tuned-alpha-7b,w
25284,vicuna-13b,claude-instant-v1,l
25285,vicuna-7b,chatglm-6b,w
25286,gpt-3.5-turbo,palm-2,w
25288,alpaca-13b,vicuna-13b,l
25289,mpt-7b-chat,claude-instant-v1,w
25290,claude-instant-v1,oasst-pythia-12b,w
25291,chatglm-6b,gpt-4,l
25293,claude-v1,vicuna-13b,w
25296,oasst-pythia-12b,koala-13b,l
25297,gpt-3.5-turbo,claude-v1,l
25298,vicuna-7b,koala-13b,w
25299,vicuna-7b,vicuna-13b,l
25302,vicuna-7b,alpaca-13b,w
25304,claude-instant-v1,mpt-7b-chat,w
25306,vicuna-7b,gpt-3.5-turbo,l
25308,dolly-v2-12b,chatglm-6b,l
25309,mpt-7b-chat,koala-13b,l
25311,vicuna-7b,gpt-3.5-turbo,l
25312,vicuna-13b,dolly-v2-12b,l
25313,oasst-pythia-12b,vicuna-13b,l
25314,claude-instant-v1,mpt-7b-chat,w
25315,gpt-4,claude-instant-v1,l
25316,gpt-3.5-turbo,palm-2,l
25317,vicuna-7b,gpt-3.5-turbo,w
25318,fastchat-t5-3b,alpaca-13b,w
25319,vicuna-7b,dolly-v2-12b,w
25320,mpt-7b-chat,claude-instant-v1,w
25322,claude-v1,dolly-v2-12b,w
25323,mpt-7b-chat,claude-v1,l
25324,claude-instant-v1,alpaca-13b,l
25325,palm-2,gpt-3.5-turbo,w
25326,vicuna-7b,palm-2,l
25328,vicuna-7b,claude-v1,w
25329,fastchat-t5-3b,dolly-v2-12b,l
25330,RWKV-4-Raven-14B,vicuna-7b,l
25331,RWKV-4-Raven-14B,koala-13b,w
25332,RWKV-4-Raven-14B,claude-instant-v1,l
25333,claude-v1,claude-instant-v1,w
25335,RWKV-4-Raven-14B,koala-13b,l
25336,fastchat-t5-3b,vicuna-13b,w
25337,vicuna-13b,stablelm-tuned-alpha-7b,w
25338,claude-v1,vicuna-7b,w
25339,claude-instant-v1,gpt-3.5-turbo,w
25340,dolly-v2-12b,palm-2,l
25341,mpt-7b-chat,vicuna-13b,w
25342,gpt-3.5-turbo,claude-instant-v1,l
25345,palm-2,alpaca-13b,w
25346,fastchat-t5-3b,koala-13b,l
25347,vicuna-7b,gpt-4,l
25348,vicuna-13b,koala-13b,w
25349,chatglm-6b,gpt-4,l
25350,alpaca-13b,vicuna-7b,l
25351,chatglm-6b,gpt-3.5-turbo,l
25352,mpt-7b-chat,alpaca-13b,l
25353,gpt-3.5-turbo,mpt-7b-chat,w
25354,oasst-pythia-12b,claude-v1,l
25355,gpt-3.5-turbo,koala-13b,l
25356,chatglm-6b,vicuna-13b,l
25357,vicuna-13b,fastchat-t5-3b,l
25358,dolly-v2-12b,vicuna-7b,l
25361,gpt-3.5-turbo,dolly-v2-12b,l
25362,fastchat-t5-3b,mpt-7b-chat,l
25365,palm-2,chatglm-6b,w
25366,vicuna-13b,claude-v1,w
25367,claude-v1,koala-13b,w
25369,vicuna-7b,mpt-7b-chat,w
25370,claude-instant-v1,alpaca-13b,w
25372,claude-v1,vicuna-7b,w
25373,oasst-pythia-12b,vicuna-7b,l
25374,fastchat-t5-3b,vicuna-13b,l
25375,koala-13b,alpaca-13b,l
25376,vicuna-13b,alpaca-13b,w
25378,claude-v1,fastchat-t5-3b,l
25379,palm-2,chatglm-6b,w
25381,gpt-3.5-turbo,mpt-7b-chat,l
25382,chatglm-6b,claude-instant-v1,l
25383,vicuna-7b,RWKV-4-Raven-14B,w
25384,stablelm-tuned-alpha-7b,claude-v1,w
25386,gpt-3.5-turbo,palm-2,l
25388,gpt-3.5-turbo,claude-instant-v1,l
25389,chatglm-6b,alpaca-13b,l
25390,fastchat-t5-3b,claude-v1,l
25391,vicuna-7b,fastchat-t5-3b,w
25393,chatglm-6b,claude-v1,l
25395,gpt-3.5-turbo,vicuna-7b,w
25396,vicuna-7b,koala-13b,w
25397,claude-instant-v1,gpt-4,w
25398,RWKV-4-Raven-14B,fastchat-t5-3b,l
25399,palm-2,gpt-4,l
25400,gpt-3.5-turbo,gpt-4,l
25401,mpt-7b-chat,palm-2,l
25402,palm-2,oasst-pythia-12b,w
25403,chatglm-6b,gpt-3.5-turbo,w
25405,dolly-v2-12b,gpt-4,l
25406,vicuna-7b,oasst-pythia-12b,l
25407,mpt-7b-chat,llama-13b,w
25409,vicuna-13b,koala-13b,l
25410,palm-2,alpaca-13b,w
25413,claude-instant-v1,koala-13b,w
25414,gpt-3.5-turbo,gpt-4,l
25415,llama-13b,RWKV-4-Raven-14B,l
25416,dolly-v2-12b,vicuna-13b,l
25417,vicuna-13b,gpt-3.5-turbo,l
25418,claude-v1,koala-13b,w
25419,oasst-pythia-12b,RWKV-4-Raven-14B,l
25422,gpt-3.5-turbo,palm-2,l
25423,vicuna-7b,mpt-7b-chat,w
25424,claude-v1,koala-13b,w
25426,gpt-3.5-turbo,dolly-v2-12b,w
25427,palm-2,oasst-pythia-12b,w
25428,RWKV-4-Raven-14B,vicuna-13b,w
25429,fastchat-t5-3b,palm-2,l
25430,claude-instant-v1,vicuna-13b,l
25431,gpt-3.5-turbo,fastchat-t5-3b,l
25432,dolly-v2-12b,mpt-7b-chat,l
25437,dolly-v2-12b,chatglm-6b,l
25439,vicuna-13b,oasst-pythia-12b,l
25440,claude-v1,claude-instant-v1,l
25443,claude-v1,stablelm-tuned-alpha-7b,w
25444,mpt-7b-chat,RWKV-4-Raven-14B,w
25445,fastchat-t5-3b,koala-13b,w
25446,gpt-3.5-turbo,claude-instant-v1,l
25447,palm-2,vicuna-13b,w
25448,chatglm-6b,mpt-7b-chat,l
25449,palm-2,vicuna-7b,w
25451,gpt-4,oasst-pythia-12b,w
25452,gpt-3.5-turbo,koala-13b,w
25453,vicuna-7b,oasst-pythia-12b,w
25454,oasst-pythia-12b,palm-2,l
25455,mpt-7b-chat,gpt-3.5-turbo,l
25458,claude-v1,vicuna-7b,l
25459,chatglm-6b,dolly-v2-12b,w
25460,alpaca-13b,claude-instant-v1,l
25461,vicuna-7b,RWKV-4-Raven-14B,w
25462,RWKV-4-Raven-14B,claude-v1,l
25463,claude-instant-v1,RWKV-4-Raven-14B,w
25464,oasst-pythia-12b,koala-13b,l
25465,gpt-3.5-turbo,vicuna-13b,w
25466,vicuna-7b,koala-13b,w
25467,oasst-pythia-12b,gpt-3.5-turbo,l
25468,chatglm-6b,fastchat-t5-3b,w
25471,palm-2,vicuna-13b,l
25472,oasst-pythia-12b,vicuna-13b,w
25473,claude-instant-v1,vicuna-7b,w
25475,oasst-pythia-12b,gpt-3.5-turbo,w
25476,koala-13b,dolly-v2-12b,l
25477,claude-instant-v1,chatglm-6b,w
25478,koala-13b,claude-instant-v1,l
25479,oasst-pythia-12b,koala-13b,l
25480,palm-2,vicuna-13b,l
25481,vicuna-7b,stablelm-tuned-alpha-7b,w
25482,claude-instant-v1,gpt-4,l
25487,gpt-4,palm-2,w
25488,oasst-pythia-12b,gpt-4,l
25489,mpt-7b-chat,gpt-3.5-turbo,l
25490,koala-13b,fastchat-t5-3b,w
25492,mpt-7b-chat,claude-instant-v1,w
25493,mpt-7b-chat,claude-instant-v1,w
25495,claude-instant-v1,oasst-pythia-12b,w
25496,stablelm-tuned-alpha-7b,vicuna-7b,w
25497,alpaca-13b,chatglm-6b,w
25498,claude-instant-v1,mpt-7b-chat,w
25499,alpaca-13b,RWKV-4-Raven-14B,w
25500,claude-instant-v1,fastchat-t5-3b,l
25501,alpaca-13b,mpt-7b-chat,w
25502,claude-instant-v1,stablelm-tuned-alpha-7b,w
25505,gpt-3.5-turbo,palm-2,l
25506,claude-instant-v1,vicuna-13b,w
25507,alpaca-13b,vicuna-13b,l
25509,claude-instant-v1,palm-2,w
25510,vicuna-13b,claude-instant-v1,l
25511,vicuna-7b,claude-v1,l
25512,vicuna-13b,vicuna-7b,w
25513,fastchat-t5-3b,gpt-4,l
25515,gpt-4,vicuna-7b,l
25517,claude-instant-v1,fastchat-t5-3b,w
25519,vicuna-7b,RWKV-4-Raven-14B,w
25520,alpaca-13b,claude-v1,l
25522,oasst-pythia-12b,vicuna-13b,l
25523,vicuna-7b,RWKV-4-Raven-14B,l
25524,alpaca-13b,koala-13b,l
25525,palm-2,vicuna-7b,l
25527,vicuna-13b,fastchat-t5-3b,l
25528,oasst-pythia-12b,vicuna-13b,w
25529,chatglm-6b,vicuna-7b,l
25530,dolly-v2-12b,palm-2,l
25532,palm-2,alpaca-13b,l
25533,fastchat-t5-3b,vicuna-7b,l
25534,koala-13b,claude-instant-v1,l
25535,vicuna-7b,gpt-4,l
25536,claude-instant-v1,gpt-4,l
25537,mpt-7b-chat,claude-v1,l
25538,gpt-3.5-turbo,claude-instant-v1,l
25539,vicuna-7b,claude-instant-v1,w
25541,oasst-pythia-12b,gpt-3.5-turbo,l
25542,koala-13b,alpaca-13b,w
25543,palm-2,mpt-7b-chat,w
25544,gpt-3.5-turbo,RWKV-4-Raven-14B,l
25547,vicuna-7b,mpt-7b-chat,l
25548,mpt-7b-chat,vicuna-13b,l
25549,claude-instant-v1,gpt-3.5-turbo,w
25550,oasst-pythia-12b,claude-instant-v1,l
25551,vicuna-7b,alpaca-13b,w
25553,palm-2,koala-13b,l
25554,oasst-pythia-12b,mpt-7b-chat,l
25559,RWKV-4-Raven-14B,gpt-4,l
25560,gpt-4,RWKV-4-Raven-14B,w
25564,claude-instant-v1,claude-v1,w
25565,gpt-3.5-turbo,alpaca-13b,w
25569,stablelm-tuned-alpha-7b,vicuna-7b,l
25570,mpt-7b-chat,gpt-4,l
25571,chatglm-6b,gpt-4,l
25572,claude-instant-v1,fastchat-t5-3b,w
25573,vicuna-13b,mpt-7b-chat,l
25575,RWKV-4-Raven-14B,koala-13b,w
25579,oasst-pythia-12b,vicuna-13b,l
25580,claude-instant-v1,fastchat-t5-3b,l
25582,claude-instant-v1,mpt-7b-chat,l
25583,mpt-7b-chat,claude-instant-v1,w
25584,vicuna-7b,claude-v1,w
25585,claude-v1,vicuna-7b,l
25588,mpt-7b-chat,palm-2,l
25589,RWKV-4-Raven-14B,dolly-v2-12b,w
25590,palm-2,claude-instant-v1,l
25591,vicuna-7b,gpt-4,l
25593,RWKV-4-Raven-14B,gpt-3.5-turbo,w
25596,vicuna-7b,gpt-3.5-turbo,w
25597,oasst-pythia-12b,vicuna-13b,l
25598,vicuna-13b,claude-instant-v1,w
25599,vicuna-13b,dolly-v2-12b,w
25600,gpt-3.5-turbo,fastchat-t5-3b,w
25601,dolly-v2-12b,vicuna-7b,l
25603,gpt-4,palm-2,w
25604,fastchat-t5-3b,claude-instant-v1,w
25605,vicuna-7b,claude-v1,l
25608,gpt-3.5-turbo,gpt-4,l
25609,vicuna-7b,claude-instant-v1,l
25611,vicuna-7b,koala-13b,w
25613,claude-instant-v1,alpaca-13b,w
25614,claude-instant-v1,palm-2,w
25616,vicuna-7b,gpt-3.5-turbo,l
25617,vicuna-13b,palm-2,l
25618,stablelm-tuned-alpha-7b,vicuna-13b,l
25619,dolly-v2-12b,vicuna-7b,l
25620,claude-instant-v1,oasst-pythia-12b,w
25621,fastchat-t5-3b,gpt-4,l
25622,vicuna-7b,alpaca-13b,w
25623,vicuna-7b,claude-instant-v1,l
25624,RWKV-4-Raven-14B,vicuna-7b,w
25625,oasst-pythia-12b,claude-instant-v1,w
25627,claude-instant-v1,koala-13b,w
25628,claude-instant-v1,palm-2,w
25630,vicuna-7b,claude-instant-v1,w
25631,dolly-v2-12b,koala-13b,l
25632,gpt-3.5-turbo,vicuna-7b,w
25633,gpt-3.5-turbo,mpt-7b-chat,w
25634,vicuna-13b,gpt-4,l
25635,gpt-4,vicuna-13b,l
25639,chatglm-6b,koala-13b,l
25640,koala-13b,claude-v1,w
25641,claude-v1,chatglm-6b,w
25642,alpaca-13b,gpt-4,l
25643,mpt-7b-chat,chatglm-6b,l
25645,fastchat-t5-3b,palm-2,l
25646,oasst-pythia-12b,gpt-4,l
25647,claude-v1,claude-instant-v1,l
25648,alpaca-13b,koala-13b,l
25649,claude-instant-v1,koala-13b,w
25653,palm-2,oasst-pythia-12b,l
25654,koala-13b,gpt-3.5-turbo,l
25656,vicuna-7b,palm-2,l
25657,vicuna-7b,claude-instant-v1,w
25658,claude-instant-v1,palm-2,l
25659,mpt-7b-chat,claude-v1,l
25660,gpt-4,alpaca-13b,w
25662,vicuna-13b,chatglm-6b,l
25663,gpt-3.5-turbo,llama-13b,w
25664,mpt-7b-chat,claude-v1,l
25665,vicuna-13b,dolly-v2-12b,w
25666,vicuna-7b,chatglm-6b,w
25667,gpt-4,claude-instant-v1,w
25669,gpt-4,vicuna-7b,w
25670,alpaca-13b,fastchat-t5-3b,w
25673,vicuna-7b,claude-v1,l
25675,alpaca-13b,claude-instant-v1,l
25676,dolly-v2-12b,claude-instant-v1,w
25680,koala-13b,palm-2,w
25681,RWKV-4-Raven-14B,claude-instant-v1,w
25682,alpaca-13b,vicuna-7b,l
25683,gpt-4,dolly-v2-12b,w
25684,vicuna-7b,fastchat-t5-3b,l
25685,claude-instant-v1,vicuna-13b,l
25686,llama-13b,claude-v1,l
25687,vicuna-7b,gpt-4,l
25688,RWKV-4-Raven-14B,oasst-pythia-12b,l
25689,vicuna-7b,stablelm-tuned-alpha-7b,w
25690,alpaca-13b,gpt-3.5-turbo,l
25692,gpt-4,oasst-pythia-12b,w
25694,palm-2,RWKV-4-Raven-14B,w
25695,gpt-4,koala-13b,w
25696,gpt-3.5-turbo,claude-instant-v1,w
25697,vicuna-7b,claude-instant-v1,l
25698,gpt-4,oasst-pythia-12b,w
25700,dolly-v2-12b,palm-2,l
25701,stablelm-tuned-alpha-7b,gpt-3.5-turbo,l
25702,alpaca-13b,claude-instant-v1,l
25706,vicuna-7b,claude-v1,l
25707,claude-instant-v1,gpt-3.5-turbo,l
25709,mpt-7b-chat,alpaca-13b,l
25710,RWKV-4-Raven-14B,fastchat-t5-3b,w
25711,claude-instant-v1,koala-13b,l
25714,vicuna-7b,claude-instant-v1,l
25715,stablelm-tuned-alpha-7b,alpaca-13b,w
25717,koala-13b,mpt-7b-chat,w
25718,claude-instant-v1,mpt-7b-chat,w
25719,dolly-v2-12b,RWKV-4-Raven-14B,l
25721,palm-2,claude-v1,l
25723,vicuna-13b,vicuna-7b,l
25724,vicuna-13b,koala-13b,w
25725,gpt-3.5-turbo,vicuna-7b,l
25727,gpt-3.5-turbo,vicuna-7b,l
25728,vicuna-13b,gpt-4,l
25730,koala-13b,claude-instant-v1,l
25731,vicuna-13b,chatglm-6b,w
25732,alpaca-13b,claude-v1,l
25733,dolly-v2-12b,claude-instant-v1,l
25734,alpaca-13b,claude-v1,l
25735,koala-13b,claude-instant-v1,w
25736,gpt-3.5-turbo,mpt-7b-chat,w
25740,claude-instant-v1,vicuna-7b,w
25742,gpt-4,claude-instant-v1,w
25743,claude-instant-v1,gpt-3.5-turbo,w
25746,claude-v1,palm-2,w
25747,chatglm-6b,gpt-4,l
25749,RWKV-4-Raven-14B,vicuna-7b,l
25750,claude-v1,oasst-pythia-12b,w
25755,gpt-3.5-turbo,mpt-7b-chat,w
25758,palm-2,fastchat-t5-3b,w
25759,claude-instant-v1,dolly-v2-12b,w
25760,gpt-4,claude-instant-v1,w
25761,chatglm-6b,gpt-3.5-turbo,l
25763,mpt-7b-chat,claude-instant-v1,l
25764,gpt-3.5-turbo,vicuna-7b,l
25765,vicuna-7b,fastchat-t5-3b,w
25766,RWKV-4-Raven-14B,vicuna-13b,l
25767,palm-2,gpt-4,l
25768,mpt-7b-chat,palm-2,l
25769,gpt-4,gpt-3.5-turbo,w
25770,RWKV-4-Raven-14B,palm-2,l
25771,claude-instant-v1,vicuna-7b,w
25772,gpt-4,claude-v1,l
25774,chatglm-6b,claude-instant-v1,l
25775,claude-instant-v1,alpaca-13b,w
25777,claude-instant-v1,gpt-4,l
25778,claude-instant-v1,oasst-pythia-12b,l
25779,koala-13b,vicuna-13b,l
25780,oasst-pythia-12b,RWKV-4-Raven-14B,w
25783,oasst-pythia-12b,claude-instant-v1,l
25784,gpt-3.5-turbo,RWKV-4-Raven-14B,w
25785,oasst-pythia-12b,vicuna-13b,l
